學號,性別,分發宿舍,分發寢室,分發床號
40870001H,男,誠樓,3403,3
40842224S,男,誠樓,3403,4
40943103S,男,誠樓,3418,1
40941110S,男,誠樓,3418,2
40847034S,男,誠樓,3418,3
41042214S,男,誠樓,3418,4
40975006H,男,誠樓,3419,1
40940208S,男,誠樓,3419,2
40807222E,男,誠樓,3419,3
40842221S,男,誠樓,3419,4
41000213E,男,誠樓男3人房,3405,1
41040314S,男,誠樓男3人房,3405,2
41001040E,男,誠樓男3人房,3405,3
41044027S,男,誠樓男3人房,3406,1
40932026A,男,學七舍,70416,1
40932033A,男,學七舍,70416,2
40932027A,男,學七舍,70416,3
40847048S,男,學七舍,70416,4
40840215S,男,學七舍,70426,1
40840316S,男,學七舍,70426,2
40740212S,男,學七舍,70426,3
40940129S,男,學七舍,70426,4
40840126S,男,學七舍,70428,1
40840310S,男,學七舍,70428,2
40840315S,男,學七舍,70428,3
40942203S,男,學七舍,70429,1
40942140S,男,學七舍,70429,2
40942205S,男,學七舍,70429,3
40942222S,男,學七舍,70429,4
41020118L,男,學七舍,70504,1
41020132L,男,學七舍,70504,2
41020317L,男,學七舍,70504,3
41042141S,男,學七舍,70511,1
41042240S,男,學七舍,70511,2
41042143S,男,學七舍,70511,3
41042244S,男,學七舍,70511,4
41042225S,男,學七舍,70513,1
41042122S,男,學七舍,70513,2
41042206S,男,學七舍,70513,3
41042102S,男,學七舍,70513,4
40940128S,男,學七舍,70515,1
40942218S,男,學七舍,70515,2
40940203S,男,學七舍,70515,3
41047038S,男,學七舍,70515,4
41043215S,男,學七舍,70516,1
41043220S,男,學七舍,70516,2
41043210S,男,學七舍,70516,3
41043212S,男,學七舍,70516,4
41032015A,男,學七舍,70530,1
41032014A,男,學七舍,70530,2
41084902I,男,學七舍,70530,3
40832078A,男,學七舍,70530,4
40832069A,男,學七舍,70601,1
40832053A,男,學七舍,70601,2
41032042A,男,學七舍,70601,3
41032902A,男,學七舍,70601,4
41000217E,男,學七舍,70605,1
41023232L,男,學七舍,70605,2
41060027T,男,學七舍,70605,3
41071124H,男,學七舍,70605,4
41047055S,男,學七舍,70606,1
41047056S,男,學七舍,70606,2
41047024S,男,學七舍,70606,3
41047901S,男,學七舍,70606,4
41073102H,男,學七舍,70607,1
40973052H,男,學七舍,70607,2
40973049H,男,學七舍,70607,3
40973033H,男,學七舍,70607,4
40884123I,男,學七舍,70608,1
40921118L,男,學七舍,70608,2
41043114S,男,學七舍,70608,3
40943214S,男,學七舍,70608,4
40842239S,男,學七舍,70609,1
40844043S,男,學七舍,70609,2
40844041S,男,學七舍,70609,3
40875046H,男,學七舍,70609,4
41040133S,男,學七舍,70610,1
40941223S,男,學七舍,70610,2
40842205S,男,學七舍,70610,3
41042217S,男,學七舍,70610,4
41040307S,男,學七舍,70611,1
41040320S,男,學七舍,70611,2
40840231S,男,學七舍,70611,3
40841116S,男,學七舍,70611,4
41040216S,男,學七舍,70612,1
40940227S,男,學七舍,70612,2
40905036E,男,學七舍,70612,3
40905044E,男,學七舍,70612,4
40840307S,男,學七舍,70613,1
41040316S,男,學七舍,70613,2
40940330S,男,學七舍,70613,3
40940219S,男,學七舍,70613,4
41032016A,男,學七舍,70614,1
40832080A,男,學七舍,70614,2
41040214S,男,學七舍,70614,3
41040310S,男,學七舍,70614,4
40832036A,男,學七舍,70615,1
40832059A,男,學七舍,70615,2
41032068A,男,學七舍,70615,3
40732048A,男,學七舍,70615,4
41032037A,男,學七舍,70616,1
41032058A,男,學七舍,70616,2
40832005A,男,學七舍,70616,3
40932018A,男,學七舍,70616,4
40944040S,男,學七舍,70617,1
40944028S,男,學七舍,70617,2
40944011S,男,學七舍,70617,3
41032053A,男,學七舍,70617,4
40843211S,男,學七舍,70618,1
40843212S,男,學七舍,70618,2
40843226S,男,學七舍,70618,3
41032045A,男,學七舍,70618,4
41042215S,男,學七舍,70619,1
41032057A,男,學七舍,70619,2
41042115S,男,學七舍,70619,3
41042107S,男,學七舍,70619,4
41051029S,男,學七舍,70620,1
41051036S,男,學七舍,70620,2
41051017S,男,學七舍,70620,3
41032049A,男,學七舍,70620,4
41032031A,男,學七舍,70621,1
41077007H,男,學七舍,70621,2
41077008H,男,學七舍,70621,3
41013029E,男,學七舍,70621,4
41041232S,男,學七舍,70622,1
41032001A,男,學七舍,70622,2
41041211S,男,學七舍,70622,3
41041101S,男,學七舍,70622,4
40843103S,男,學七舍,70623,1
40843113S,男,學七舍,70623,2
40843213S,男,學七舍,70623,3
40707148E,男,學七舍,70623,4
40832066A,男,學七舍,70624,1
40832060A,男,學七舍,70624,2
40832049A,男,學七舍,70624,3
40832034A,男,學七舍,70624,4
40920219L,男,學七舍,70625,1
40920220L,男,學七舍,70625,2
40920316L,男,學七舍,70625,3
40920223L,男,學七舍,70625,4
41032056A,男,學七舍,70626,1
41032011A,男,學七舍,70626,2
41032041A,男,學七舍,70626,3
41032029A,男,學七舍,70626,4
41047023S,男,學七舍,70627,1
41047027S,男,學七舍,70627,2
41084260I,男,學七舍,70627,3
41084262I,男,學七舍,70627,4
41032077A,男,學七舍,70628,1
40932043A,男,學七舍,70628,2
40932037A,男,學七舍,70628,3
41032067A,男,學七舍,70628,4
40940114S,男,學七舍,70629,1
40940117S,男,學七舍,70629,2
40940111S,男,學七舍,70629,3
40940110S,男,學七舍,70629,4
41040205S,男,學七舍,70630,1
41040114S,男,學七舍,70630,2
41040317S,男,學七舍,70630,3
41040113S,男,學七舍,70630,4
41040304S,男,學七舍,70714,1
41040311S,男,學七舍,70714,2
40740313S,男,學七舍,70714,3
40640213S,男,學七舍,70714,4
